Transaction_ID,Product_ID,Location_ID,Transaction_Type,Quantity,Unit_Cost,Transaction_Date,Reference_Number,Created_By_User
TXN-00504,CAB-026,BRA-038,TRANSFER,184,52.79,14-05-2025,TR-8538-20250514,inventory_mgr
TXN-00505,MIR-164,GER-027,ISSUE,-95,1525.5,12-03-2025,IS-1307-20250312,inventory_mgr
TXN-00506,ELE-117,USA-010,ISSUE,-237,4780.81,03-08-2025,IS-2959-20250803,system_admin
TXN-00507,ELE-118,GER-011,ISSUE,-248,6533.29,25-05-2025,IS-4388-20250525,system_admin
TXN-00508,TYR-159,AUS-021,ISSUE,-85,9545.15,11-03-2025,IS-9299-20250311,store_keeper
TXN-00509,LIG-053,USA-018,RECEIPT,34,2176.93,10-06-2025,RE-5635-20250610,system_admin
TXN-00510,LIG-063,UK-008,TRANSFER,43,665.56,14-02-2025,TR-6968-20250214,inventory_mgr
TXN-00511,CAB-006,JAP-044,RECEIPT,268,59.7,24-02-2025,RE-2233-20250224,inventory_mgr
TXN-00512,CAB-006,USA-026,RECEIPT,462,60.77,07-06-2025,RE-4782-20250607,inventory_mgr
TXN-00513,TYR-145,UK-040,ISSUE,-177,3668.48,06-06-2025,IS-7780-20250606,store_keeper
TXN-00514,LIG-061,AUS-045,RECEIPT,280,654.17,30-03-2025,RE-9921-20250330,auto_process
TXN-00515,CAB-039,GER-043,ISSUE,-117,57.57,21-07-2025,IS-1240-20250721,auto_process
TXN-00516,TYR-124,GER-035,TRANSFER,128,6959.81,20-05-2025,TR-8770-20250520,system_admin
TXN-00517,ELE-095,BRA-030,RECEIPT,70,3363.94,27-03-2025,RE-2663-20250327,inventory_mgr
TXN-00518,LIG-074,IND-001,TRANSFER,-95,706.06,24-05-2025,TR-9807-20250524,auto_process
TXN-00519,CAB-034,IND-009,ISSUE,-48,79.96,10-08-2025,IS-7226-20250810,store_keeper
TXN-00520,LIG-074,BRA-014,RECEIPT,141,728.74,17-04-2025,RE-8974-20250417,auto_process
TXN-00521,MIR-176,UK-032,TRANSFER,-21,1044.41,27-03-2025,TR-3502-20250327,auto_process
TXN-00522,LIG-041,USA-026,TRANSFER,127,1496.52,11-07-2025,TR-3282-20250711,system_admin
TXN-00523,MIR-176,JAP-004,TRANSFER,37,1181.15,23-05-2025,TR-1158-20250523,inventory_mgr
TXN-00524,MIR-199,JAP-004,RECEIPT,298,153.06,27-02-2025,RE-4874-20250227,store_keeper
TXN-00525,MIR-175,AUS-045,RECEIPT,287,1230.5,26-04-2025,RE-2470-20250426,store_keeper
TXN-00526,LIG-078,CAN-023,TRANSFER,-39,528.79,20-04-2025,TR-6920-20250420,system_admin
TXN-00527,CAB-007,USA-034,ISSUE,-59,123.68,22-04-2025,IS-5732-20250422,store_keeper
TXN-00528,MIR-191,IND-009,TRANSFER,158,1089.82,22-04-2025,TR-6929-20250422,system_admin
TXN-00529,ELE-091,AUS-045,RECEIPT,261,3737.22,17-03-2025,RE-8855-20250317,system_admin
TXN-00530,TYR-140,JAP-020,RECEIPT,137,1653.44,02-08-2025,RE-5503-20250802,auto_process
TXN-00531,MIR-174,UK-048,ISSUE,-251,626.14,23-04-2025,IS-5062-20250423,system_admin
TXN-00532,LIG-070,CAN-007,TRANSFER,111,1007.35,26-04-2025,TR-9614-20250426,auto_process
TXN-00533,LIG-063,CAN-047,RECEIPT,489,666.67,01-05-2025,RE-2649-20250501,inventory_mgr
TXN-00534,LIG-049,JAP-004,TRANSFER,-136,1900.84,22-07-2025,TR-9499-20250722,system_admin
TXN-00535,TYR-133,IND-049,TRANSFER,114,3664.32,01-06-2025,TR-7434-20250601,system_admin
TXN-00536,ELE-085,CAN-007,RECEIPT,307,3885.63,09-08-2025,RE-8369-20250809,system_admin
TXN-00537,ELE-097,UK-016,ISSUE,-101,6695.75,06-06-2025,IS-7815-20250606,inventory_mgr
TXN-00538,CAB-031,JAP-044,ISSUE,-70,92.4,27-03-2025,IS-4552-20250327,store_keeper
TXN-00539,MIR-198,USA-018,TRANSFER,-195,1466.54,09-06-2025,TR-7708-20250609,inventory_mgr
TXN-00540,CAB-014,USA-034,RECEIPT,371,61.47,13-02-2025,RE-1713-20250213,system_admin
TXN-00541,MIR-191,USA-002,RECEIPT,171,1093.67,15-03-2025,RE-7110-20250315,auto_process
TXN-00542,ELE-105,USA-002,RECEIPT,403,2070.9,04-08-2025,RE-9197-20250804,system_admin
TXN-00543,ELE-116,GER-027,TRANSFER,-159,2739.29,26-04-2025,TR-1633-20250426,auto_process
TXN-00544,ELE-086,USA-042,TRANSFER,-96,5930.18,18-03-2025,TR-4798-20250318,auto_process
TXN-00545,CAB-028,GER-043,ISSUE,-282,117.15,14-02-2025,IS-1677-20250214,inventory_mgr
TXN-00546,TYR-150,UK-016,ISSUE,-32,7576.13,27-03-2025,IS-9216-20250327,system_admin
TXN-00547,TYR-125,BRA-038,RECEIPT,468,10414.38,14-03-2025,RE-6907-20250314,store_keeper
TXN-00548,CAB-027,USA-042,RECEIPT,376,105.75,23-04-2025,RE-2398-20250423,auto_process
TXN-00549,LIG-066,GER-027,RECEIPT,442,1597.72,10-07-2025,RE-2660-20250710,inventory_mgr
TXN-00550,LIG-059,CAN-047,TRANSFER,-33,376.36,05-04-2025,TR-2907-20250405,auto_process
TXN-00551,TYR-125,AUS-029,TRANSFER,28,9164.87,03-08-2025,TR-7793-20250803,inventory_mgr
TXN-00552,LIG-079,JAP-012,ISSUE,-194,370.54,04-07-2025,IS-3698-20250704,inventory_mgr
TXN-00553,TYR-144,CAN-031,RECEIPT,111,3169.21,29-05-2025,RE-3258-20250529,inventory_mgr
TXN-00554,TYR-156,USA-010,ISSUE,-295,2146.8,27-05-2025,IS-6706-20250527,inventory_mgr
TXN-00555,LIG-069,BRA-006,ISSUE,-297,785.88,27-02-2025,IS-6081-20250227,inventory_mgr
TXN-00556,TYR-124,IND-001,RECEIPT,278,6265.41,06-03-2025,RE-6521-20250306,inventory_mgr
TXN-00557,TYR-157,UK-024,ISSUE,-33,10360.88,05-08-2025,IS-6801-20250805,system_admin
TXN-00558,TYR-151,UK-048,RECEIPT,491,1744.2,24-06-2025,RE-8737-20250624,inventory_mgr
TXN-00559,ELE-081,BRA-022,ISSUE,-12,7153.57,24-05-2025,IS-1605-20250524,store_keeper
TXN-00560,CAB-009,IND-049,TRANSFER,-12,37.56,01-06-2025,TR-3287-20250601,auto_process
TXN-00561,TYR-125,UK-048,ISSUE,-262,9755.77,25-03-2025,IS-9393-20250325,inventory_mgr
TXN-00562,CAB-025,IND-033,ISSUE,-238,41.14,19-02-2025,IS-1950-20250219,store_keeper
TXN-00563,TYR-148,USA-002,TRANSFER,-8,5541.88,08-08-2025,TR-7019-20250808,auto_process
TXN-00564,ELE-112,IND-009,RECEIPT,455,2868.08,24-03-2025,RE-8588-20250324,inventory_mgr
TXN-00565,ELE-091,AUS-045,ISSUE,-125,3302.76,12-05-2025,IS-8512-20250512,system_admin
TXN-00566,MIR-200,USA-050,RECEIPT,44,912.48,24-06-2025,RE-2537-20250624,auto_process
TXN-00567,CAB-031,IND-009,TRANSFER,-163,93.13,29-04-2025,TR-3915-20250429,system_admin
TXN-00568,LIG-043,GER-011,TRANSFER,-181,2164.06,21-06-2025,TR-5672-20250621,auto_process
TXN-00569,MIR-169,BRA-046,TRANSFER,-101,794.64,16-07-2025,TR-8453-20250716,system_admin
TXN-00570,TYR-152,BRA-046,ISSUE,-286,10004.64,14-05-2025,IS-6302-20250514,auto_process
TXN-00571,TYR-156,AUS-013,TRANSFER,-7,2205.72,28-05-2025,TR-6293-20250528,auto_process
TXN-00572,ELE-109,GER-019,ISSUE,-267,687,24-06-2025,IS-9164-20250624,inventory_mgr
TXN-00573,MIR-196,BRA-022,TRANSFER,179,666.61,21-05-2025,TR-7258-20250521,inventory_mgr
TXN-00574,MIR-192,JAP-012,TRANSFER,-101,1298.91,04-07-2025,TR-2282-20250704,system_admin
TXN-00575,MIR-176,CAN-015,TRANSFER,-90,1239.6,30-06-2025,TR-5196-20250630,store_keeper
TXN-00576,ELE-104,USA-010,RECEIPT,393,5577.21,03-03-2025,RE-6741-20250303,auto_process
TXN-00577,ELE-099,CAN-039,RECEIPT,79,4523.86,08-03-2025,RE-9317-20250308,system_admin
TXN-00578,MIR-170,JAP-036,TRANSFER,-26,431.27,15-05-2025,TR-7474-20250515,auto_process
TXN-00579,TYR-148,AUS-029,RECEIPT,179,4844.9,28-06-2025,RE-6183-20250628,system_admin
TXN-00580,LIG-065,CAN-039,RECEIPT,440,2264.96,02-07-2025,RE-6805-20250702,store_keeper
TXN-00581,ELE-103,UK-048,RECEIPT,442,2887.91,21-04-2025,RE-2183-20250421,store_keeper
TXN-00582,CAB-008,UK-032,RECEIPT,257,116.38,20-07-2025,RE-9361-20250720,auto_process
TXN-00583,CAB-012,JAP-028,RECEIPT,160,89.37,17-06-2025,RE-8438-20250617,auto_process
TXN-00584,LIG-047,USA-018,RECEIPT,243,958.24,25-05-2025,RE-8556-20250525,inventory_mgr
TXN-00585,CAB-026,USA-050,TRANSFER,-162,46.43,02-04-2025,TR-8927-20250402,auto_process
TXN-00586,CAB-017,USA-042,ISSUE,-259,92.32,15-02-2025,IS-7216-20250215,inventory_mgr
TXN-00587,TYR-158,AUS-037,TRANSFER,61,8186.7,24-05-2025,TR-9314-20250524,store_keeper
TXN-00588,TYR-123,IND-049,RECEIPT,491,5317.26,10-07-2025,RE-6723-20250710,store_keeper
TXN-00589,ELE-100,BRA-014,TRANSFER,79,8853.09,31-05-2025,TR-5873-20250531,system_admin
TXN-00590,ELE-120,CAN-031,TRANSFER,-77,6046.22,25-02-2025,TR-7439-20250225,system_admin
TXN-00591,CAB-011,IND-041,TRANSFER,134,68.73,03-05-2025,TR-7388-20250503,auto_process
TXN-00592,LIG-056,CAN-047,RECEIPT,26,2035.23,17-03-2025,RE-2120-20250317,inventory_mgr
TXN-00593,LIG-061,IND-049,TRANSFER,14,695,24-06-2025,TR-1822-20250624,auto_process
TXN-00594,ELE-116,UK-040,ISSUE,-275,2374.42,25-07-2025,IS-7075-20250725,system_admin
TXN-00595,LIG-042,GER-011,ISSUE,-111,1454.72,21-07-2025,IS-1479-20250721,inventory_mgr
TXN-00596,TYR-122,UK-048,RECEIPT,183,7662.17,14-03-2025,RE-6154-20250314,store_keeper
TXN-00597,ELE-115,UK-032,RECEIPT,89,8428.34,08-03-2025,RE-3273-20250308,store_keeper
TXN-00598,MIR-168,BRA-046,TRANSFER,-133,1419.04,08-06-2025,TR-4405-20250608,system_admin
TXN-00599,MIR-198,JAP-036,RECEIPT,102,1478.38,29-07-2025,RE-3612-20250729,system_admin
TXN-00600,MIR-169,IND-009,TRANSFER,33,662.23,06-04-2025,TR-7119-20250406,auto_process
TXN-00601,CAB-016,CAN-039,TRANSFER,137,116.41,05-03-2025,TR-2390-20250305,store_keeper
TXN-00602,LIG-048,BRA-038,ISSUE,-181,2318.27,17-07-2025,IS-7000-20250717,system_admin
TXN-00603,CAB-005,IND-033,TRANSFER,6,47.85,26-03-2025,TR-7690-20250326,system_admin
TXN-00604,LIG-054,JAP-004,RECEIPT,434,1729.96,14-07-2025,RE-4582-20250714,store_keeper
TXN-00605,MIR-173,USA-002,RECEIPT,46,1029.18,17-06-2025,RE-3517-20250617,auto_process
TXN-00606,LIG-065,AUS-021,ISSUE,-90,1972.46,03-06-2025,IS-8117-20250603,system_admin
TXN-00607,LIG-069,USA-002,ISSUE,-270,871.62,22-07-2025,IS-3045-20250722,auto_process
TXN-00608,LIG-069,USA-018,TRANSFER,-198,798.9,01-07-2025,TR-7975-20250701,store_keeper
TXN-00609,MIR-182,USA-042,ISSUE,-253,647.02,29-06-2025,IS-7526-20250629,inventory_mgr
TXN-00610,CAB-019,USA-050,ISSUE,-132,62.18,02-08-2025,IS-2663-20250802,store_keeper
TXN-00611,TYR-152,BRA-030,TRANSFER,20,8912.23,02-05-2025,TR-1980-20250502,store_keeper
TXN-00612,CAB-019,IND-009,RECEIPT,111,67.47,16-06-2025,RE-9519-20250616,store_keeper
TXN-00613,ELE-083,UK-048,ISSUE,-96,6825.12,21-03-2025,IS-3608-20250321,system_admin
TXN-00614,MIR-180,IND-033,RECEIPT,436,187.66,06-07-2025,RE-8310-20250706,store_keeper
TXN-00615,ELE-109,BRA-038,RECEIPT,205,628.55,09-08-2025,RE-7174-20250809,system_admin
TXN-00616,ELE-083,BRA-030,TRANSFER,181,7611.52,09-05-2025,TR-7927-20250509,store_keeper
TXN-00617,TYR-153,USA-010,ISSUE,-177,4676.22,11-04-2025,IS-2810-20250411,system_admin
TXN-00618,ELE-104,USA-018,TRANSFER,20,5259.89,29-06-2025,TR-6890-20250629,store_keeper
TXN-00619,ELE-103,IND-041,TRANSFER,110,2862.59,11-05-2025,TR-8540-20250511,auto_process
TXN-00620,CAB-020,GER-019,TRANSFER,-24,65.85,29-04-2025,TR-2703-20250429,store_keeper
TXN-00621,ELE-091,CAN-047,ISSUE,-244,3570.43,15-04-2025,IS-2828-20250415,inventory_mgr
TXN-00622,CAB-023,GER-019,ISSUE,-183,77.98,30-04-2025,IS-9831-20250430,auto_process
TXN-00623,TYR-128,GER-043,TRANSFER,49,6796.94,17-05-2025,TR-1901-20250517,auto_process
TXN-00624,MIR-172,IND-033,ISSUE,-28,959.27,13-02-2025,IS-9389-20250213,inventory_mgr
TXN-00625,MIR-188,BRA-038,TRANSFER,-43,243.84,02-06-2025,TR-5233-20250602,store_keeper
TXN-00626,LIG-076,USA-034,TRANSFER,-129,1407.78,01-08-2025,TR-8218-20250801,system_admin
TXN-00627,CAB-005,JAP-044,TRANSFER,42,52.78,25-03-2025,TR-4076-20250325,system_admin
TXN-00628,LIG-047,UK-016,TRANSFER,13,914.52,25-05-2025,TR-9353-20250525,system_admin
TXN-00629,ELE-088,IND-025,ISSUE,-93,5960.82,02-05-2025,IS-3624-20250502,inventory_mgr
TXN-00630,ELE-082,UK-008,ISSUE,-207,3200.12,05-07-2025,IS-7154-20250705,system_admin
TXN-00631,MIR-166,GER-003,ISSUE,-259,483.08,01-03-2025,IS-3135-20250301,auto_process
TXN-00632,TYR-153,JAP-012,ISSUE,-237,4692.44,30-07-2025,IS-2182-20250730,inventory_mgr
TXN-00633,TYR-128,GER-011,RECEIPT,206,7632.26,09-06-2025,RE-3568-20250609,system_admin
TXN-00634,ELE-092,AUS-013,RECEIPT,373,7093.2,20-02-2025,RE-7968-20250220,inventory_mgr
TXN-00635,ELE-100,AUS-045,RECEIPT,423,7603.2,16-02-2025,RE-9427-20250216,auto_process
TXN-00636,CAB-035,AUS-029,RECEIPT,162,122.05,09-08-2025,RE-5278-20250809,auto_process
TXN-00637,TYR-122,BRA-038,ISSUE,-25,8123.32,27-03-2025,IS-1229-20250327,inventory_mgr
TXN-00638,CAB-040,CAN-039,RECEIPT,57,92.09,23-07-2025,RE-1358-20250723,system_admin
TXN-00639,ELE-107,IND-033,RECEIPT,449,2422.44,18-05-2025,RE-8445-20250518,system_admin
TXN-00640,TYR-125,UK-016,RECEIPT,288,10106.61,05-05-2025,RE-8179-20250505,auto_process
TXN-00641,ELE-112,AUS-045,ISSUE,-17,3145.13,09-03-2025,IS-6141-20250309,store_keeper
TXN-00642,MIR-186,IND-033,TRANSFER,-120,177.23,30-03-2025,TR-7022-20250330,auto_process
TXN-00643,ELE-102,IND-017,ISSUE,-266,5431.66,08-08-2025,IS-9237-20250808,store_keeper
TXN-00644,CAB-037,BRA-014,ISSUE,-169,51.76,27-06-2025,IS-5029-20250627,store_keeper
TXN-00645,LIG-069,GER-027,RECEIPT,173,794.38,17-04-2025,RE-4961-20250417,inventory_mgr
TXN-00646,TYR-132,USA-010,TRANSFER,-150,9517.21,15-04-2025,TR-3950-20250415,inventory_mgr
TXN-00647,CAB-033,IND-033,RECEIPT,357,67.24,26-02-2025,RE-8831-20250226,inventory_mgr
TXN-00648,ELE-098,USA-002,ISSUE,-233,5317.21,13-03-2025,IS-5188-20250313,store_keeper
TXN-00649,CAB-032,AUS-037,RECEIPT,187,88.24,16-03-2025,RE-7843-20250316,auto_process
TXN-00650,ELE-089,UK-040,TRANSFER,-41,1765.08,13-04-2025,TR-4910-20250413,system_admin
TXN-00651,CAB-032,UK-016,TRANSFER,-180,80.47,31-07-2025,TR-8365-20250731,inventory_mgr
TXN-00652,CAB-012,IND-049,TRANSFER,-189,90.43,21-06-2025,TR-9465-20250621,store_keeper
TXN-00653,MIR-192,GER-027,RECEIPT,352,1370.84,25-02-2025,RE-4055-20250225,store_keeper
TXN-00654,LIG-058,AUS-037,TRANSFER,30,637.56,18-06-2025,TR-7085-20250618,store_keeper
TXN-00655,MIR-199,GER-035,RECEIPT,156,139,20-05-2025,RE-6464-20250520,inventory_mgr
TXN-00656,TYR-156,GER-027,RECEIPT,460,2298.97,19-02-2025,RE-7498-20250219,auto_process
TXN-00657,LIG-076,GER-035,RECEIPT,308,1403.14,21-07-2025,RE-2729-20250721,store_keeper
TXN-00658,LIG-058,JAP-020,RECEIPT,145,538.03,01-08-2025,RE-1576-20250801,system_admin
TXN-00659,CAB-006,IND-009,RECEIPT,449,70.36,26-02-2025,RE-9838-20250226,auto_process
TXN-00660,MIR-166,GER-011,TRANSFER,97,562.75,10-05-2025,TR-8413-20250510,inventory_mgr
TXN-00661,LIG-076,AUS-013,TRANSFER,-64,1528.31,18-05-2025,TR-5713-20250518,inventory_mgr
TXN-00662,TYR-123,UK-032,TRANSFER,146,5993.59,05-07-2025,TR-1932-20250705,system_admin
TXN-00663,ELE-092,GER-035,RECEIPT,161,6951.86,20-06-2025,RE-4180-20250620,store_keeper
TXN-00664,ELE-088,UK-040,RECEIPT,242,5548.63,31-07-2025,RE-3291-20250731,system_admin
TXN-00665,ELE-099,BRA-006,RECEIPT,39,5161.64,11-06-2025,RE-7796-20250611,inventory_mgr
TXN-00666,LIG-062,AUS-021,ISSUE,-286,2029.75,15-07-2025,IS-3810-20250715,auto_process
TXN-00667,LIG-042,BRA-030,RECEIPT,95,1239.16,05-07-2025,RE-5449-20250705,system_admin
TXN-00668,TYR-149,IND-001,ISSUE,-41,2229.06,15-07-2025,IS-1342-20250715,inventory_mgr
TXN-00669,ELE-120,UK-048,RECEIPT,83,6179.78,09-08-2025,RE-7094-20250809,auto_process
TXN-00670,ELE-094,IND-017,RECEIPT,369,2489.73,05-08-2025,RE-2552-20250805,system_admin
TXN-00671,ELE-095,USA-026,TRANSFER,85,2876.71,27-03-2025,TR-9890-20250327,system_admin
TXN-00672,CAB-004,GER-019,TRANSFER,-108,47.63,28-07-2025,TR-5708-20250728,store_keeper
TXN-00673,CAB-017,UK-024,TRANSFER,-143,115.23,02-04-2025,TR-7075-20250402,store_keeper
TXN-00674,ELE-116,IND-033,TRANSFER,154,2845.31,16-03-2025,TR-8354-20250316,inventory_mgr
TXN-00675,ELE-120,UK-032,RECEIPT,195,6159.42,18-03-2025,RE-8293-20250318,auto_process
TXN-00676,MIR-199,IND-041,ISSUE,-214,157.95,23-05-2025,IS-8576-20250523,system_admin
TXN-00677,ELE-094,USA-026,RECEIPT,422,2599.37,23-06-2025,RE-9319-20250623,system_admin
TXN-00678,TYR-127,IND-049,RECEIPT,36,6737.29,04-04-2025,RE-2365-20250404,auto_process
TXN-00679,TYR-154,BRA-022,ISSUE,-229,4723.36,12-07-2025,IS-2082-20250712,store_keeper
TXN-00680,TYR-136,IND-025,RECEIPT,377,8312.68,05-05-2025,RE-5682-20250505,inventory_mgr
TXN-00681,TYR-143,USA-010,RECEIPT,457,5278.49,26-06-2025,RE-9209-20250626,store_keeper
TXN-00682,MIR-175,JAP-012,RECEIPT,15,1336.06,20-05-2025,RE-2716-20250520,auto_process
TXN-00683,CAB-035,AUS-045,TRANSFER,120,124.21,16-06-2025,TR-2307-20250616,auto_process
TXN-00684,MIR-169,JAP-012,RECEIPT,13,658.33,05-05-2025,RE-3827-20250505,system_admin
TXN-00685,LIG-064,BRA-014,RECEIPT,128,1184.53,01-07-2025,RE-5239-20250701,store_keeper
TXN-00686,ELE-120,JAP-044,TRANSFER,-57,5443.86,30-06-2025,TR-9624-20250630,inventory_mgr
TXN-00687,LIG-045,UK-008,TRANSFER,143,459.07,09-04-2025,TR-2390-20250409,auto_process
TXN-00688,TYR-142,UK-040,TRANSFER,-10,2877.85,20-04-2025,TR-3778-20250420,system_admin
TXN-00689,ELE-082,BRA-006,TRANSFER,-60,2966.1,05-03-2025,TR-5185-20250305,system_admin
TXN-00690,LIG-080,CAN-031,ISSUE,-176,1414.89,25-03-2025,IS-8533-20250325,inventory_mgr
TXN-00691,LIG-046,GER-011,RECEIPT,161,874.17,11-07-2025,RE-6422-20250711,store_keeper
TXN-00692,LIG-052,UK-008,TRANSFER,-41,1348.53,15-06-2025,TR-2231-20250615,system_admin
TXN-00693,MIR-197,CAN-047,TRANSFER,-72,424.46,30-07-2025,TR-3950-20250730,auto_process
TXN-00694,MIR-174,UK-024,ISSUE,-64,650.9,26-05-2025,IS-5215-20250526,system_admin
TXN-00695,MIR-165,UK-032,TRANSFER,14,1436.23,03-08-2025,TR-1498-20250803,system_admin
TXN-00696,MIR-178,IND-001,TRANSFER,174,330.9,23-05-2025,TR-7313-20250523,system_admin
TXN-00697,TYR-146,BRA-038,RECEIPT,223,8078.87,26-03-2025,RE-9646-20250326,store_keeper
TXN-00698,LIG-068,CAN-023,ISSUE,-82,2352.26,29-07-2025,IS-2641-20250729,auto_process
TXN-00699,LIG-058,IND-009,ISSUE,-177,610.79,10-08-2025,IS-5376-20250810,auto_process
TXN-00700,LIG-053,IND-009,ISSUE,-274,2378.4,10-03-2025,IS-2212-20250310,store_keeper
TXN-00701,LIG-045,AUS-021,RECEIPT,167,375.43,23-03-2025,RE-7122-20250323,system_admin
TXN-00702,TYR-140,AUS-037,TRANSFER,-145,1736.59,06-03-2025,TR-4402-20250306,auto_process
TXN-00703,LIG-054,GER-035,RECEIPT,208,1853.09,09-06-2025,RE-4286-20250609,system_admin
TXN-00704,TYR-137,BRA-046,ISSUE,-287,2417.7,09-06-2025,IS-2670-20250609,store_keeper
TXN-00705,TYR-155,UK-008,ISSUE,-104,6419.24,20-04-2025,IS-2124-20250420,inventory_mgr
TXN-00706,TYR-144,BRA-006,TRANSFER,-3,3707.24,28-07-2025,TR-6253-20250728,store_keeper
TXN-00707,MIR-193,CAN-031,ISSUE,-173,636.17,14-05-2025,IS-7769-20250514,auto_process
TXN-00708,ELE-115,AUS-021,RECEIPT,322,7841.43,26-04-2025,RE-2949-20250426,inventory_mgr
TXN-00709,MIR-181,IND-033,RECEIPT,367,365.58,04-04-2025,RE-2955-20250404,inventory_mgr
TXN-00710,MIR-170,JAP-004,RECEIPT,98,366.81,11-04-2025,RE-3569-20250411,inventory_mgr
TXN-00711,TYR-121,USA-034,TRANSFER,-96,1650.36,31-07-2025,TR-6482-20250731,system_admin
TXN-00712,LIG-056,UK-024,TRANSFER,-129,1905.1,27-02-2025,TR-9894-20250227,system_admin
TXN-00713,LIG-048,UK-008,TRANSFER,168,2556.88,03-03-2025,TR-1158-20250303,store_keeper
TXN-00714,MIR-163,UK-008,TRANSFER,-151,828.52,24-06-2025,TR-8286-20250624,system_admin
TXN-00715,TYR-152,AUS-013,ISSUE,-84,9215.79,24-04-2025,IS-7170-20250424,auto_process
TXN-00716,CAB-040,GER-019,TRANSFER,-4,92.38,15-05-2025,TR-7774-20250515,system_admin
TXN-00717,LIG-075,IND-033,TRANSFER,-10,2415.71,14-05-2025,TR-3616-20250514,inventory_mgr
TXN-00718,CAB-014,BRA-030,ISSUE,-109,66.43,03-04-2025,IS-6476-20250403,system_admin
TXN-00719,CAB-016,USA-018,TRANSFER,-28,109.88,01-06-2025,TR-9673-20250601,inventory_mgr
TXN-00720,TYR-130,JAP-036,ISSUE,-231,9961.28,28-04-2025,IS-7777-20250428,system_admin
TXN-00721,ELE-112,IND-025,TRANSFER,-71,2950.29,22-06-2025,TR-8315-20250622,auto_process
TXN-00722,CAB-033,GER-011,RECEIPT,12,62.73,12-07-2025,RE-2734-20250712,system_admin
TXN-00723,TYR-146,JAP-036,ISSUE,-131,9095.95,20-03-2025,IS-7860-20250320,auto_process
TXN-00724,TYR-132,AUS-013,RECEIPT,113,10484.77,20-05-2025,RE-2408-20250520,inventory_mgr
TXN-00725,LIG-074,USA-010,ISSUE,-189,638.84,22-04-2025,IS-1885-20250422,auto_process
TXN-00726,TYR-143,USA-010,TRANSFER,-25,4611.84,22-07-2025,TR-9772-20250722,auto_process
TXN-00727,ELE-096,JAP-028,TRANSFER,-22,5054.18,06-03-2025,TR-7674-20250306,inventory_mgr
TXN-00728,TYR-129,USA-042,TRANSFER,108,8768.88,28-03-2025,TR-5605-20250328,system_admin
TXN-00729,LIG-073,BRA-046,TRANSFER,40,1215.44,06-08-2025,TR-2997-20250806,store_keeper
TXN-00730,LIG-071,IND-009,RECEIPT,131,340.29,13-07-2025,RE-7237-20250713,inventory_mgr
TXN-00731,TYR-152,AUS-005,ISSUE,-106,10836.71,13-06-2025,IS-8743-20250613,auto_process
TXN-00732,ELE-107,IND-049,TRANSFER,1,2847.16,30-05-2025,TR-6692-20250530,auto_process
TXN-00733,ELE-086,IND-041,ISSUE,-291,5399.1,19-07-2025,IS-4451-20250719,auto_process
TXN-00734,MIR-199,GER-011,TRANSFER,-147,163.49,20-05-2025,TR-9958-20250520,auto_process
TXN-00735,MIR-166,CAN-039,ISSUE,-258,448.11,03-07-2025,IS-8701-20250703,system_admin
TXN-00736,CAB-027,IND-033,RECEIPT,60,130.45,13-04-2025,RE-4173-20250413,inventory_mgr
TXN-00737,CAB-028,AUS-029,RECEIPT,184,107.45,22-04-2025,RE-9971-20250422,auto_process
TXN-00738,LIG-047,AUS-021,TRANSFER,91,1000.45,10-05-2025,TR-7514-20250510,auto_process
TXN-00739,CAB-035,IND-025,TRANSFER,158,108.17,26-07-2025,TR-7957-20250726,inventory_mgr
TXN-00740,CAB-027,GER-027,RECEIPT,443,125.74,27-07-2025,RE-6938-20250727,system_admin
TXN-00741,CAB-028,IND-017,RECEIPT,458,102.2,01-04-2025,RE-9240-20250401,system_admin
TXN-00742,TYR-141,USA-018,RECEIPT,436,3954.07,14-05-2025,RE-6837-20250514,store_keeper
TXN-00743,MIR-166,UK-016,RECEIPT,425,544.24,05-03-2025,RE-6345-20250305,system_admin
TXN-00744,LIG-073,BRA-046,ISSUE,-244,1261.92,16-06-2025,IS-1554-20250616,system_admin
TXN-00745,LIG-070,GER-003,RECEIPT,392,794.19,13-02-2025,RE-6989-20250213,system_admin
TXN-00746,LIG-068,CAN-031,ISSUE,-240,2421.05,05-07-2025,IS-6626-20250705,store_keeper
TXN-00747,MIR-171,UK-024,RECEIPT,239,1551.1,01-08-2025,RE-3171-20250801,inventory_mgr
TXN-00748,MIR-179,JAP-020,TRANSFER,192,492.62,22-03-2025,TR-1655-20250322,store_keeper
TXN-00749,TYR-142,UK-024,ISSUE,-252,3066.84,04-04-2025,IS-5305-20250404,store_keeper
TXN-00750,LIG-045,BRA-022,ISSUE,-256,363.3,23-07-2025,IS-6721-20250723,auto_process
TXN-00751,ELE-086,USA-026,TRANSFER,141,6270.98,11-07-2025,TR-2447-20250711,store_keeper
TXN-00752,ELE-085,JAP-044,TRANSFER,-160,3766.04,22-04-2025,TR-8194-20250422,auto_process
TXN-00753,MIR-164,IND-001,ISSUE,-18,1538.25,21-06-2025,IS-5698-20250621,auto_process
TXN-00754,CAB-003,UK-024,ISSUE,-283,37.9,23-03-2025,IS-7111-20250323,store_keeper
TXN-00755,LIG-069,JAP-044,ISSUE,-91,747.7,05-03-2025,IS-8309-20250305,store_keeper
